"Contains the date from CalLite-CV, the CalSim date, and various CalSim II records' values after that. These can be combined using the equations in diversionoverview.csv; here's an example. Upper Sac is represented as D104/C109 in cell B2 of diversionoverview.csv, so for 10/2014 that's equal to 262.37/6145=0.043. Some calculations have multipliers and one even subtracts one of the arcs instead of summing them all; all that math is from the Proposed Mapping by Mike Urkov a year or two ago.",,,,,,,,,,,,,,,,,,,,,
date,cs_date,C109,D104,C637,D639,C11307,C11308,C11309,D11305,C217A,C217B,D217,C11303,D11301,D113A,D207A,C42,D17301,C11304,C285,D285
1/1/2052 0:00,31-Jan-63,5781,1.57,2149,0.00,159.9,343.4,362.5,0.00,560.0,8.132,0.00,108.2,0.000,0.0000,0.0,506,0.00,328.3,671.9,0.000
2/1/2052 0:00,28-Feb-63,19013,1.42,3427,7.20,273.4,669.8,789.5,0.00,957.1,9.003,0.00,408.5,0.000,0.0000,0.0,2158,0.00,1231.9,1691.9,0.000
3/1/2052 0:00,31-Mar-63,9874,1.95,3438,17.89,172.2,358.4,486.4,0.00,571.4,8.132,0.00,177.2,0.000,0.0000,0.0,433,0.00,345.5,1106.8,0.000
4/1/2052 0:00,30-Apr-63,41824,2.18,7432,43.69,570.2,859.8,1336.8,0.00,1333.1,8.403,89.69,313.1,9.886,1.6806,0.0,1574,0.00,1077.7,2049.8,0.000
5/1/2052 0:00,31-May-63,7804,453.25,4125,61.80,216.3,571.2,525.6,147.62,579.8,17.890,104.62,116.6,9.567,1.6263,0.0,497,69.21,596.8,733.4,39.030
6/1/2052 0:00,30-Jun-63,9836,756.55,3437,63.86,67.2,323.0,228.6,269.00,0.0,25.208,289.45,35.4,9.886,1.6806,216.7,173,112.58,123.5,353.0,52.940
7/1/2052 0:00,31-Jul-63,15411,830.66,1900,89.45,44.6,163.6,146.6,320.40,0.0,17.890,173.66,13.8,9.567,1.6263,109.9,197,126.89,31.8,367.6,48.140
8/1/2052 0:00,31-Aug-63,10582,743.26,1743,79.69,38.7,121.4,119.4,268.49,0.0,19.516,139.29,5.1,9.567,1.6263,36.5,164,103.82,9.7,351.0,48.140
9/1/2052 0:00,30-Sep-63,15303,591.81,2142,43.69,37.7,111.3,112.6,180.56,0.0,52.097,95.08,3.6,9.886,1.6806,505.9,334,76.82,6.4,149.4,21.170
10/1/2052 0:00,31-Oct-63,7034,16.61,2617,16.26,42.3,115.4,125.2,0.00,147.9,0.000,0.00,11.1,9.567,1.6263,0.0,127,5.13,22.1,45.6,0.000
11/1/2052 0:00,30-Nov-63,10431,2.52,2339,1.68,110.5,263.7,268.6,0.00,272.0,33.611,0.00,89.7,0.000,0.0000,0.0,492,0.00,306.4,10.4,0.000
12/1/2052 0:00,31-Dec-63,4778,2.28,2064,0.00,49.7,139.5,143.8,0.00,162.0,9.758,0.00,23.0,0.000,0.0000,0.0,262,0.00,91.3,63.6,0.000
1/1/2053 0:00,31-Jan-64,6964,1.95,2312,0.00,163.6,303.2,365.1,0.00,386.2,8.132,0.00,61.3,0.000,0.0000,0.0,393,0.00,198.9,659.0,0.000
2/1/2053 0:00,29-Feb-64,4879,1.74,2144,6.95,62.5,171.9,204.5,0.00,290.5,8.693,0.00,31.4,0.000,0.0000,0.0,30,0.00,238.9,185.3,0.000
3/1/2053 0:00,31-Mar-64,4736,137.71,2318,21.14,61.0,158.1,188.8,15.66,233.9,8.132,37.79,22.1,9.567,1.6263,0.0,30,25.63,126.0,194.1,0.000
4/1/2053 0:00,30-Apr-64,10504,533.03,2542,52.10,71.3,268.7,292.9,226.36,11.8,8.403,382.38,23.0,9.886,1.6806,859.6,160,92.71,152.4,112.3,0.000
5/1/2053 0:00,31-May-64,8922,468.11,2127,73.19,68.8,276.4,240.0,235.25,4.9,17.890,322.28,13.7,9.567,1.6263,2.5,145,96.13,92.6,321.8,39.030
6/1/2053 0:00,30-Jun-64,11307,512.67,1342,75.63,49.7,209.9,154.1,232.69,12.0,25.208,197.77,6.4,9.886,1.6806,274.3,124,100.66,36.0,344.5,50.618
7/1/2053 0:00,31-Jul-64,14765,683.49,1119,105.71,31.9,117.6,103.2,252.69,0.0,17.890,125.22,1.0,9.567,1.6263,381.6,159,126.89,7.3,367.5,40.901
8/1/2053 0:00,31-Aug-64,11839,569.59,1199,94.33,29.6,90.8,90.8,211.19,0.0,19.516,96.56,0.1,3.541,1.6263,120.5,42,34.61,1.8,349.1,48.140
9/1/2053 0:00,30-Sep-64,6687,415.96,1599,50.42,33.7,91.6,93.0,123.31,0.0,52.097,61.28,0.4,3.330,1.6806,507.3,37,0.00,1.2,147.7,21.170
10/1/2053 0:00,31-Oct-64,5822,90.31,1989,14.64,37.7,97.2,97.3,6.62,88.8,40.659,0.00,7.6,9.567,1.6263,0.0,30,16.66,8.9,44.9,0.000
11/1/2053 0:00,30-Nov-64,6905,1.51,2019,1.68,169.3,258.7,272.2,0.00,217.5,28.569,0.00,119.8,0.000,0.0000,0.0,34,0.00,158.4,9.6,0.000
12/1/2053 0:00,31-Dec-64,29982,1.46,2945,0.00,603.4,1448.6,1974.8,0.00,2074.8,8.132,0.00,687.4,0.000,0.0000,0.0,3597,0.00,3055.2,2939.2,0.000
1/1/2054 0:00,31-Jan-65,36147,1.22,8816,0.00,578.4,873.0,1471.6,0.00,1798.6,6.505,0.00,480.7,0.000,0.0000,0.0,3277,0.00,1286.4,2876.0,0.000
2/1/2054 0:00,28-Feb-65,6700,1.08,7905,7.20,144.2,335.8,481.3,0.00,630.9,7.202,0.00,116.7,0.000,0.0000,0.0,109,0.00,650.1,868.6,0.000
3/1/2054 0:00,31-Mar-65,5527,49.77,5456,19.52,134.2,303.1,408.5,0.00,480.2,6.505,0.00,69.1,9.567,1.6263,0.0,30,11.54,336.7,845.6,0.000
4/1/2054 0:00,30-Apr-65,16344,1.51,10755,48.74,427.7,763.0,1013.5,4.43,318.7,6.722,703.56,501.8,9.886,1.6806,0.0,799,17.22,993.4,1266.3,0.000
5/1/2054 0:00,31-May-65,8355,592.73,4537,69.93,152.6,475.7,442.3,225.62,109.5,14.637,433.32,99.2,9.567,1.6263,0.0,149,94.85,469.7,483.1,39.030
6/1/2054 0:00,30-Jun-65,10512,716.93,3013,70.58,67.9,405.7,247.6,279.55,11.3,21.847,282.53,31.1,9.886,1.6806,304.1,176,116.55,119.0,352.0,52.940
7/1/2054 0:00,31-Jul-65,15401,775.06,2694,99.21,43.7,221.4,160.1,320.40,0.0,0.000,207.09,13.5,9.567,1.6263,123.6,197,126.89,28.0,367.5,46.411
8/1/2054 0:00,31-Aug-65,9284,497.37,3090,89.45,46.0,166.9,149.2,190.63,159.9,17.890,0.00,7.7,9.567,1.6263,0.0,129,75.62,16.8,347.7,48.140
9/1/2054 0:00,30-Sep-65,12212,552.30,2727,48.74,42.6,124.9,126.1,180.56,0.0,45.375,109.77,5.0,9.886,1.6806,559.6,334,76.82,9.3,147.6,21.170
10/1/2054 0:00,31-Oct-65,8829,288.59,2862,16.26,39.6,105.6,116.2,66.26,92.3,0.000,30.28,4.8,9.567,1.6263,0.0,77,34.61,7.5,45.3,0.000
11/1/2054 0:00,30-Nov-65,11356,1.89,4321,1.68,92.1,212.6,271.5,0.00,274.7,0.000,0.00,203.8,0.000,0.0000,0.0,528,0.00,201.7,9.5,0.000
12/1/2054 0:00,31-Dec-65,5826,1.83,3939,0.00,77.3,171.8,194.8,0.00,209.9,9.758,0.00,51.4,0.000,0.0000,0.0,546,0.00,108.6,28.3,0.000
1/1/2055 0:00,31-Jan-66,9928,1.54,4554,0.00,169.4,284.5,406.3,0.00,459.9,8.132,0.00,288.2,0.000,0.0000,0.0,1841,0.00,559.4,301.6,0.000
2/1/2055 0:00,28-Feb-66,11745,1.40,3996,7.20,163.5,248.5,302.1,0.00,399.9,9.003,0.00,154.1,0.000,0.0000,0.0,355,0.00,290.0,275.4,0.000
3/1/2055 0:00,31-Mar-66,14521,12.46,4571,21.14,117.4,285.7,351.7,0.00,454.9,8.132,13.00,147.3,9.567,1.6263,0.0,30,12.82,674.7,368.3,0.000
4/1/2055 0:00,30-Apr-66,8458,271.28,4370,53.78,131.8,448.7,518.9,170.47,11.2,8.403,636.75,122.7,9.886,1.6806,556.3,450,78.14,792.3,546.6,0.000
5/1/2055 0:00,31-May-66,8867,554.07,2694,74.81,88.4,350.5,236.9,250.41,0.0,17.890,335.53,33.0,9.567,1.6263,110.1,349,101.26,257.9,320.4,37.200
6/1/2055 0:00,30-Jun-66,13749,652.92,1522,77.31,40.9,177.5,129.8,279.55,0.0,25.208,162.33,13.0,9.886,1.6806,457.1,176,116.55,56.2,344.5,47.920
7/1/2055 0:00,31-Jul-66,15006,695.47,1273,107.34,32.9,118.7,101.3,252.95,0.0,0.000,130.54,4.8,9.567,1.6263,226.9,159,126.89,17.1,367.5,40.807
8/1/2055 0:00,31-Aug-66,12888,608.15,1314,95.95,29.1,95.8,91.8,216.66,0.0,19.516,95.11,1.7,8.355,1.6263,133.3,124,101.26,5.0,348.1,48.140
9/1/2055 0:00,30-Sep-66,7952,475.69,1656,52.10,31.6,91.7,91.0,175.29,0.0,52.097,54.83,2.2,8.552,1.6806,637.3,333,75.49,4.7,146.9,21.170
10/1/2055 0:00,31-Oct-66,6034,262.05,2085,13.01,33.6,87.6,91.5,66.11,31.3,40.659,35.69,2.4,8.044,1.6263,0.0,41,34.61,4.0,45.7,0.000
11/1/2055 0:00,30-Nov-66,6164,1.82,1850,1.68,162.1,301.7,385.4,0.00,302.0,28.569,0.00,91.8,0.000,0.0000,0.0,34,0.00,283.6,10.1,0.000
12/1/2055 0:00,31-Dec-66,17052,1.62,2682,0.00,266.8,441.1,575.7,0.00,612.3,8.132,0.00,222.5,0.000,0.0000,0.0,886,0.00,700.6,9.5,0.000
1/1/2056 0:00,31-Jan-67,20386,1.47,2864,0.00,420.3,603.4,832.5,0.00,1062.4,6.505,0.00,438.6,0.000,0.0000,0.0,2736,0.00,834.3,1243.6,0.000
2/1/2056 0:00,28-Feb-67,12850,1.30,3427,7.20,183.0,362.7,525.2,0.00,745.6,7.202,0.00,216.9,0.000,0.0000,0.0,488,0.00,597.5,469.7,0.000
3/1/2056 0:00,31-Mar-67,18716,1.95,10266,17.89,305.1,497.7,798.8,0.00,911.3,6.505,0.00,133.5,9.567,1.6263,0.0,198,3.85,398.0,1418.5,0.000
4/1/2056 0:00,30-Apr-67,17780,2.02,18434,43.69,367.1,505.6,762.9,23.41,843.9,6.722,89.49,232.8,9.886,1.6806,0.0,370,26.49,362.3,1121.0,0.000
5/1/2056 0:00,31-May-67,16281,571.68,15841,61.80,311.0,800.9,1054.4,213.08,812.8,14.637,268.84,201.1,9.567,1.6263,0.0,743,91.00,898.8,906.2,39.030
6/1/2056 0:00,30-Jun-67,10264,652.11,15334,63.86,184.5,653.3,462.9,212.20,289.0,21.847,247.31,126.5,9.886,1.6806,0.0,418,91.39,363.6,546.0,52.940
7/1/2056 0:00,31-Jul-67,12784,867.38,10181,89.45,59.2,290.6,179.6,314.86,18.0,14.637,210.09,24.3,9.567,1.6263,80.6,197,126.89,53.9,369.8,48.140
8/1/2056 0:00,31-Aug-67,10280,772.25,2943,79.69,42.3,142.6,134.8,268.49,58.6,17.890,97.11,9.8,9.567,1.6263,81.4,162,102.54,16.3,355.7,48.140
9/1/2056 0:00,30-Sep-67,12471,615.39,3109,43.69,40.5,119.9,120.3,177.85,0.0,45.375,127.37,5.7,9.886,1.6806,506.0,333,75.49,8.6,151.2,21.170
10/1/2056 0:00,31-Oct-67,9106,244.13,3376,14.64,44.6,127.1,124.7,61.15,141.4,0.000,0.00,7.4,9.567,1.6263,0.0,334,32.04,22.1,80.4,0.000
11/1/2056 0:00,30-Nov-67,10602,2.35,2219,1.68,49.1,135.3,130.7,0.00,139.5,0.000,0.00,10.7,0.000,0.0000,0.0,327,0.00,33.5,130.3,0.000
12/1/2056 0:00,31-Dec-67,6506,2.11,2071,0.00,88.1,175.1,168.8,0.00,199.9,9.758,0.00,28.2,0.000,0.0000,0.0,146,0.00,129.9,201.1,0.000
1/1/2057 0:00,31-Jan-68,8736,1.95,2287,0.00,308.6,436.2,473.7,0.00,403.3,8.132,0.00,145.7,0.000,0.0000,0.0,1350,0.00,811.6,255.9,0.000
2/1/2057 0:00,29-Feb-68,21195,1.74,2289,6.95,339.8,647.2,928.5,0.00,865.9,8.693,0.00,323.1,0.000,0.0000,0.0,1743,0.00,1190.7,1327.8,0.000
3/1/2057 0:00,31-Mar-68,7769,1.34,3604,19.52,185.5,372.4,537.1,0.00,619.4,8.132,0.00,96.9,9.567,1.6263,0.0,30,3.85,422.8,709.9,0.000
4/1/2057 0:00,30-Apr-68,7915,375.86,3839,48.74,99.5,297.0,351.8,146.06,0.0,8.403,434.82,54.1,9.886,1.6806,367.0,362,71.52,282.4,189.3,0.000
5/1/2057 0:00,31-May-68,7700,550.68,3051,68.31,78.4,288.0,217.7,229.85,0.0,17.890,310.96,29.1,9.567,1.6263,41.4,344,96.13,144.5,323.1,39.030
6/1/2057 0:00,30-Jun-68,13335,627.08,1646,70.58,45.6,209.7,134.1,256.05,0.0,25.208,179.99,11.5,9.886,1.6806,264.6,134,108.61,42.4,344.5,50.909
7/1/2057 0:00,31-Jul-68,15356,744.55,1317,97.58,35.7,126.8,101.4,263.85,0.0,2.682,130.76,3.0,9.567,1.6263,190.7,159,126.89,14.5,367.5,46.832
8/1/2057 0:00,31-Aug-68,10094,482.83,1476,87.82,45.0,125.7,102.7,180.71,0.0,19.516,110.75,3.4,9.567,1.6263,1.7,88,71.78,9.3,349.4,48.140
9/1/2057 0:00,30-Sep-68,6872,526.88,1831,47.06,34.3,95.4,92.5,180.71,0.0,52.097,71.02,1.7,9.550,1.6806,600.8,320,76.82,6.2,114.0,20.159
10/1/2057 0:00,31-Oct-68,5870,27.20,2334,14.64,45.9,134.0,122.3,9.24,111.2,40.659,0.00,3.5,9.567,1.6263,0.0,30,16.66,9.6,44.6,0.000
11/1/2057 0:00,30-Nov-68,5171,1.80,2079,1.68,97.1,221.1,187.3,0.00,180.6,28.569,0.00,13.0,0.000,0.0000,0.0,34,0.00,74.4,9.5,0.000
12/1/2057 0:00,31-Dec-68,11579,1.62,2086,0.00,438.7,518.9,595.1,0.00,508.4,8.132,0.00,143.7,0.000,0.0000,0.0,30,0.00,268.4,9.5,0.000
1/1/2058 0:00,31-Jan-69,42621,1.37,15351,0.00,1013.2,1363.8,2187.5,0.00,2227.0,6.505,0.00,618.5,0.000,0.0000,0.0,4318,0.00,1797.4,3560.1,0.000
2/1/2058 0:00,28-Feb-69,42764,1.24,28032,7.20,636.9,719.8,1139.2,0.00,1563.4,7.202,0.00,575.2,0.000,0.0000,0.0,3764,0.00,851.8,2396.7,0.000
3/1/2058 0:00,31-Mar-69,13460,1.63,22426,21.14,233.7,381.2,570.2,0.00,728.1,6.505,0.00,355.4,6.356,1.6263,0.0,649,2.56,1145.3,1115.2,0.000
4/1/2058 0:00,30-Apr-69,15014,341.51,22928,50.42,289.2,624.2,985.5,97.39,273.7,6.722,749.19,304.9,9.886,1.6806,0.0,775,54.30,2015.7,1108.3,0.000
5/1/2058 0:00,31-May-69,12862,628.53,26524,71.56,327.2,872.5,960.5,249.68,523.1,14.637,449.91,192.1,9.567,1.6263,0.0,494,103.82,1284.5,614.5,39.030
6/1/2058 0:00,30-Jun-69,11107,684.71,22594,73.94,125.0,522.8,371.3,258.76,11.3,21.847,387.01,42.2,9.886,1.6806,94.8,170,108.61,254.0,394.8,52.940
7/1/2058 0:00,31-Jul-69,12398,778.87,7937,102.46,57.2,249.6,192.0,317.77,18.0,14.637,192.47,12.8,9.567,1.6263,131.6,197,126.89,47.1,367.5,43.192
8/1/2058 0:00,31-Aug-69,10931,700.24,3855,92.70,45.7,150.2,149.9,268.49,58.6,17.890,106.73,4.7,9.567,1.6263,102.6,164,103.82,14.5,350.4,48.140
9/1/2058 0:00,30-Sep-69,10474,540.90,3818,50.42,43.3,129.5,133.7,180.56,0.0,45.375,127.72,3.9,9.886,1.6806,552.3,334,76.82,8.7,147.8,21.170
10/1/2058 0:00,31-Oct-69,6510,118.01,3751,14.64,58.9,155.8,152.7,8.95,172.3,0.000,0.00,5.9,9.567,1.6263,0.0,106,17.94,14.3,45.7,0.000
11/1/2058 0:00,30-Nov-69,9375,2.18,2935,1.68,74.8,178.7,171.5,0.00,174.2,0.000,0.00,9.9,9.886,1.6806,0.0,248,3.97,32.9,10.0,0.000
12/1/2058 0:00,31-Dec-69,25929,1.95,3350,0.00,543.9,898.4,926.4,0.00,858.7,8.132,0.00,200.4,0.000,0.0000,0.0,1303,0.00,990.6,1086.8,0.000
1/1/2059 0:00,31-Jan-70,87051,1.63,19121,0.00,1342.7,2070.6,3023.2,0.00,3048.6,6.505,0.00,1000.0,0.000,0.0000,0.0,7124,0.00,3268.1,3736.4,0.000
2/1/2059 0:00,28-Feb-70,21181,1.62,8694,7.20,337.0,498.0,832.2,0.00,952.6,7.202,0.00,232.4,0.000,0.0000,0.0,1383,0.00,585.3,1344.0,0.000
3/1/2059 0:00,31-Mar-70,8551,1.22,9186,21.14,396.5,628.5,878.5,0.00,911.7,6.505,0.00,222.0,0.000,0.0000,0.0,30,0.00,552.4,1206.9,0.000
4/1/2059 0:00,30-Apr-70,7438,421.66,6225,50.42,118.4,294.6,327.9,115.32,0.0,6.722,425.07,57.1,9.886,1.6806,581.8,406,63.57,191.5,361.8,0.000
5/1/2059 0:00,31-May-70,7858,554.97,3831,71.56,99.3,429.3,279.0,247.20,4.0,14.637,335.03,36.1,9.567,1.6263,189.6,350,102.54,170.5,446.5,39.030
6/1/2059 0:00,30-Jun-70,12302,521.20,2287,73.94,72.7,404.8,212.8,209.34,0.0,21.847,245.18,19.8,9.886,1.6806,238.0,112,91.39,60.9,358.5,52.940
7/1/2059 0:00,31-Jul-70,15288,714.88,1854,102.46,54.5,201.0,155.3,320.40,0.0,14.637,153.97,6.5,9.567,1.6263,320.9,159,126.89,14.1,375.3,48.140
8/1/2059 0:00,31-Aug-70,10603,639.78,1541,91.08,48.1,134.3,129.0,268.49,0.0,17.890,128.73,2.7,9.567,1.6263,144.2,127,103.82,5.9,357.5,48.140
9/1/2059 0:00,30-Sep-70,15242,509.35,2083,48.74,48.5,125.5,121.1,177.70,0.0,45.375,104.24,2.3,9.020,1.6806,600.0,334,76.82,5.1,149.3,21.170
10/1/2059 0:00,31-Oct-70,9162,63.47,2861,14.64,48.4,119.4,120.1,13.62,76.9,48.790,0.00,4.1,9.567,1.6263,0.0,30,19.23,9.8,46.0,0.000
11/1/2059 0:00,30-Nov-70,12244,1.65,2210,1.68,311.0,478.1,449.1,0.00,339.2,33.611,0.00,106.2,0.000,0.0000,0.0,34,0.00,285.0,10.2,0.000
12/1/2059 0:00,31-Dec-70,18849,1.48,2187,0.00,415.0,588.2,747.0,0.00,659.6,9.758,0.00,245.5,0.000,0.0000,0.0,1486,0.00,702.0,1467.1,0.000
1/1/2060 0:00,31-Jan-71,25629,1.35,2524,0.00,313.9,477.6,603.7,0.00,579.6,8.132,0.00,324.0,0.000,0.0000,0.0,2065,0.00,1351.6,910.7,0.000
2/1/2060 0:00,28-Feb-71,6093,1.23,2676,7.20,118.5,263.1,339.8,0.00,444.7,9.003,0.00,118.9,0.000,0.0000,0.0,30,0.00,595.6,307.1,0.000
3/1/2060 0:00,31-Mar-71,24024,1.43,3125,19.52,313.7,560.8,835.1,0.00,919.1,8.132,0.00,237.3,9.567,1.6263,0.0,526,11.54,915.6,1218.7,0.000
4/1/2060 0:00,30-Apr-71,7803,364.62,6573,48.74,166.8,410.2,687.7,173.48,11.2,8.403,700.69,127.0,9.886,1.6806,608.1,395,79.47,608.6,538.8,0.000
5/1/2060 0:00,31-May-71,10654,374.50,3944,69.93,183.1,514.2,592.7,197.77,399.6,17.890,183.27,83.0,9.567,1.6263,0.0,129,82.03,427.3,632.0,39.030
6/1/2060 0:00,30-Jun-71,9762,533.89,2176,70.58,109.2,467.9,355.4,245.80,10.7,25.208,341.98,26.6,9.886,1.6806,211.2,166,104.63,155.8,435.6,52.940
7/1/2060 0:00,31-Jul-71,15943,730.81,1605,99.21,57.0,266.4,190.7,317.63,0.0,17.890,204.13,9.0,9.567,1.6263,138.5,197,126.89,37.0,367.5,46.913
8/1/2060 0:00,31-Aug-71,9351,648.72,1487,89.45,45.4,147.4,135.0,268.49,0.0,19.516,156.79,3.3,9.567,1.6263,63.0,126,102.54,9.9,353.9,48.140
9/1/2060 0:00,30-Sep-71,13435,401.04,1859,48.74,43.3,127.7,123.5,162.48,0.0,12.745,135.70,2.6,9.886,1.6806,508.8,282,70.20,6.5,149.0,21.170
10/1/2060 0:00,31-Oct-71,9857,244.21,2919,16.26,45.3,120.6,118.7,55.90,120.0,0.000,0.00,4.0,9.567,1.6263,0.0,38,32.04,8.4,45.0,0.000
11/1/2060 0:00,30-Nov-71,12945,1.93,2061,1.68,51.1,130.3,132.1,0.00,140.1,0.000,0.00,9.6,0.000,0.0000,0.0,34,0.00,41.0,9.7,0.000
12/1/2060 0:00,31-Dec-71,5936,1.87,2048,0.00,96.2,194.3,214.9,0.00,210.0,9.758,0.00,26.3,0.000,0.0000,0.0,34,0.00,88.5,170.8,0.000
1/1/2061 0:00,31-Jan-72,5982,1.58,1697,0.00,77.9,189.6,227.2,0.00,253.7,8.132,0.00,44.9,0.000,0.0000,0.0,524,0.00,358.7,201.2,0.000
2/1/2061 0:00,29-Feb-72,6476,1.38,2084,6.95,120.5,255.8,312.0,0.00,396.2,8.693,0.00,53.7,0.000,0.0000,0.0,30,0.00,379.5,368.0,0.000
3/1/2061 0:00,31-Mar-72,10646,1.34,2223,21.14,154.5,461.7,607.9,78.94,453.2,8.132,67.06,85.4,9.567,1.6263,0.0,45,43.58,818.5,744.3,0.000
4/1/2061 0:00,30-Apr-72,8560,396.21,3934,53.78,157.2,359.1,503.1,211.90,12.3,8.403,496.34,43.6,9.886,1.6806,695.0,361,82.12,267.2,350.5,0.000
5/1/2061 0:00,31-May-72,7668,458.25,2889,76.44,84.6,318.8,241.9,207.83,0.0,17.890,300.08,16.3,9.567,1.6263,41.0,335,85.88,144.0,442.7,39.030
6/1/2061 0:00,30-Jun-72,13922,593.44,1464,77.31,49.4,238.6,145.1,271.87,0.0,25.208,172.90,5.4,9.886,1.6806,343.6,174,113.90,51.3,344.5,39.956
7/1/2061 0:00,31-Jul-72,15036,746.63,1227,108.97,36.7,123.2,106.2,266.08,0.0,17.890,116.16,0.9,9.567,1.6263,229.3,159,126.89,10.0,367.5,35.414
8/1/2061 0:00,31-Aug-72,8808,666.41,1323,97.58,35.0,105.1,93.5,233.57,60.2,19.516,37.19,0.3,6.797,1.6263,177.8,126,102.54,4.9,346.0,48.140
9/1/2061 0:00,30-Sep-72,4617,343.30,1550,52.10,43.2,103.4,97.9,113.06,0.0,52.097,62.26,1.9,9.886,1.6806,409.0,102,52.98,12.0,146.0,21.170
10/1/2061 0:00,31-Oct-72,5263,3.17,2152,14.64,62.7,139.6,122.8,0.00,89.2,48.790,0.00,23.6,0.000,0.0000,0.0,30,0.00,46.0,45.2,0.000
11/1/2061 0:00,30-Nov-72,11440,1.76,2198,1.68,163.4,262.7,272.9,0.00,236.5,33.611,0.00,164.0,0.000,0.0000,0.0,67,0.00,191.2,10.2,0.000
12/1/2061 0:00,31-Dec-72,11733,1.59,2045,0.00,145.5,289.3,302.9,0.00,303.6,9.758,0.00,181.8,0.000,0.0000,0.0,965,0.00,622.9,246.7,0.000
1/1/2062 0:00,31-Jan-73,26574,1.46,2307,0.00,513.4,682.9,912.9,0.00,1047.2,8.132,0.00,423.9,0.000,0.0000,0.0,3000,0.00,962.6,2504.4,0.000
2/1/2062 0:00,28-Feb-73,31606,1.35,4826,7.20,481.4,617.0,876.9,0.00,1141.4,9.003,0.00,514.6,0.000,0.0000,0.0,3877,0.00,720.1,1717.7,0.000
3/1/2062 0:00,31-Mar-73,15771,1.62,6581,19.52,293.7,385.5,612.6,0.00,893.0,8.132,0.00,301.4,0.000,0.0000,0.0,766,0.00,591.2,1145.4,0.000
4/1/2062 0:00,30-Apr-73,5992,441.59,8666,47.06,192.9,402.7,552.0,89.71,11.2,8.403,602.81,198.0,9.886,1.6806,297.6,94,52.98,730.8,774.9,0.000
5/1/2062 0:00,31-May-73,7793,529.92,4952,66.68,193.3,554.1,472.8,227.08,168.9,17.890,384.67,91.4,9.567,1.6263,0.0,344,96.13,386.9,514.3,39.030
6/1/2062 0:00,30-Jun-73,13944,704.89,3399,68.90,71.7,303.5,188.0,276.99,0.0,25.208,276.78,22.4,9.886,1.6806,296.4,175,115.23,76.3,351.6,52.940
7/1/2062 0:00,31-Jul-73,15465,748.70,1555,95.95,44.9,151.6,126.4,320.40,0.0,17.890,167.20,7.4,9.567,1.6263,158.0,197,126.89,15.7,370.9,48.140
8/1/2062 0:00,31-Aug-73,9673,669.99,1970,86.20,40.8,117.9,109.5,268.28,58.3,19.516,60.17,3.3,9.567,1.6263,148.7,127,103.82,5.4,356.2,48.140
9/1/2062 0:00,30-Sep-73,8707,452.29,2535,47.06,41.5,112.3,108.2,170.01,0.0,52.097,77.09,3.5,9.886,1.6806,532.3,332,74.17,6.1,149.2,21.170
10/1/2062 0:00,31-Oct-73,6420,3.90,3287,14.64,52.1,137.1,133.6,0.00,101.6,40.659,0.00,8.8,0.000,0.0000,0.0,30,0.00,30.5,46.3,0.000
11/1/2062 0:00,30-Nov-73,40176,2.18,2669,1.68,513.4,1044.8,1079.2,0.00,1247.1,28.569,0.00,312.0,0.000,0.0000,0.0,1245,0.00,879.9,654.9,0.000
12/1/2062 0:00,31-Dec-73,33388,1.95,3370,0.00,414.7,651.5,874.1,0.00,1061.2,8.132,0.00,300.4,0.000,0.0000,0.0,2222,0.00,1115.5,1980.0,0.000
1/1/2063 0:00,31-Jan-74,58081,1.79,4812,0.00,799.7,1237.3,1786.3,0.00,1837.9,6.505,0.00,696.9,0.000,0.0000,0.0,4070,0.00,2303.6,2289.8,0.000
2/1/2063 0:00,28-Feb-74,10215,1.62,4182,7.20,210.5,344.7,527.8,0.00,682.5,7.202,0.00,136.0,0.000,0.0000,0.0,373,0.00,377.2,1017.4,0.000
3/1/2063 0:00,31-Mar-74,46176,1.95,7394,19.52,665.2,1017.3,1679.1,0.00,1916.4,6.505,0.00,450.8,0.000,0.0000,0.0,2218,0.00,1249.9,2370.4,0.000
4/1/2063 0:00,30-Apr-74,14588,61.62,10395,47.06,409.0,654.1,1107.0,41.80,582.9,6.722,586.34,332.2,9.886,1.6806,0.0,390,34.44,878.0,1219.1,0.000
5/1/2063 0:00,31-May-74,8334,673.04,5358,66.68,214.6,615.1,615.5,228.69,162.3,14.637,392.09,109.2,9.567,1.6263,0.0,344,96.13,409.3,579.0,39.030
6/1/2063 0:00,30-Jun-74,11332,763.13,3530,68.90,112.2,571.8,342.5,271.56,11.3,21.847,336.91,31.6,9.886,1.6806,164.1,174,113.90,146.9,489.7,52.940
7/1/2063 0:00,31-Jul-74,13050,575.72,2428,94.33,69.6,329.8,218.1,259.89,195.8,14.637,41.39,17.4,9.567,1.6263,0.0,171,106.38,46.6,510.1,48.140
8/1/2063 0:00,31-Aug-74,9913,770.38,2538,84.57,55.2,180.0,171.0,268.49,58.6,17.890,111.55,6.6,9.567,1.6263,78.4,162,102.54,13.2,345.6,48.140
9/1/2063 0:00,30-Sep-74,12686,619.61,2756,45.38,51.0,140.3,145.6,180.56,0.0,45.375,116.83,4.2,9.886,1.6806,550.7,334,76.82,6.2,146.3,21.170
10/1/2063 0:00,31-Oct-74,7818,17.40,3585,14.64,56.5,134.0,147.7,0.00,148.7,0.000,0.00,6.4,9.567,1.6263,0.0,46,8.97,9.5,45.3,0.000
